id_zamowienie;id_produkt;id_pracownik;id_klient;data_zakupu;uwagi
7952;63;179;390;09.06.2020;brak
7953;246;291;481;06.07.2020;brak
7954;315;4;166;05.08.2020;brak
7955;27;255;491;10.06.2020;brak
7956;33;200;85;04.08.2020;brak
7957;279;229;335;29.11.2020;brak
7958;182;132;28;28.03.2021;brak
7959;117;85;264;21.04.2021;brak
7960;405;205;396;03.02.2021;brak
7961;344;174;372;15.10.2020;brak
7962;432;296;334;21.03.2021;brak
7963;95;182;192;03.12.2020;brak
7964;150;63;264;17.06.2020;brak
7965;113;92;209;01.11.2020;brak
7966;154;229;137;03.06.2020;brak
7967;6;147;230;05.12.2020;brak
7968;12;281;470;20.01.2021;brak
7969;261;122;125;06.05.2020;brak
7970;228;201;240;10.01.2021;brak
7971;217;129;283;28.06.2020;brak
7972;170;50;289;30.04.2021;brak
7973;466;124;194;14.09.2020;brak
7974;64;39;78;14.01.2021;brak
7975;352;155;54;07.03.2021;brak
7976;275;43;443;28.11.2020;brak
7977;426;101;260;10.06.2020;brak
7978;182;106;275;19.05.2020;brak
7979;277;222;327;14.10.2020;brak
7980;227;244;94;07.03.2021;brak
7981;425;118;6;02.09.2020;brak
7982;103;124;473;21.12.2020;brak
7983;430;199;235;26.09.2020;brak
7984;463;196;119;08.08.2020;brak
7985;412;95;430;19.07.2020;brak
7986;210;16;33;11.01.2021;brak
7987;61;71;103;15.04.2021;brak
7988;108;265;440;07.11.2020;brak
7989;494;93;271;22.10.2020;brak
7990;192;272;326;20.07.2020;brak
7991;315;74;115;02.04.2021;brak
7992;158;108;3;10.11.2020;brak
7993;217;98;411;14.11.2020;brak
7994;191;245;139;18.01.2021;brak
7995;467;130;358;09.07.2020;brak
7996;243;135;73;21.05.2020;brak
7997;2;107;470;05.09.2020;brak
7998;340;222;221;30.08.2020;brak
7999;233;6;287;29.10.2020;brak
8000;410;225;218;14.10.2020;brak
8001;461;160;410;30.05.2020;brak
8002;196;139;1;23.03.2021;brak
8003;275;171;412;23.11.2020;brak
8004;251;116;478;09.05.2020;brak
8005;484;35;385;02.04.2021;brak
8006;36;135;14;06.06.2020;brak
8007;91;24;188;04.06.2020;brak
8008;153;94;160;24.06.2020;brak
8009;415;125;11;02.03.2021;brak
8010;176;205;302;04.10.2020;brak
8011;99;66;79;16.09.2020;brak
8012;396;16;421;29.05.2020;brak
8013;406;277;341;26.08.2020;brak
8014;74;61;219;06.04.2021;brak
8015;426;109;95;18.11.2020;brak
8016;201;82;45;10.12.2020;brak
8017;309;149;167;15.08.2020;brak
8018;327;253;24;17.02.2021;brak
8019;242;243;93;05.04.2021;brak
8020;253;47;415;04.08.2020;brak
8021;248;278;325;11.06.2020;brak
8022;197;85;156;13.03.2021;brak
8023;345;135;252;18.05.2020;brak
8024;12;286;45;10.11.2020;brak
8025;320;159;273;23.08.2020;brak
8026;70;43;304;09.01.2021;brak
8027;14;31;448;14.07.2020;brak
8028;278;119;297;19.02.2021;brak
8029;430;172;130;26.08.2020;brak
8030;444;258;23;02.07.2020;brak
8031;274;131;128;20.04.2021;brak
8032;125;199;351;19.05.2020;brak
8033;125;175;191;05.09.2020;brak
8034;149;93;49;20.08.2020;brak
8035;472;238;123;22.09.2020;brak
8036;384;212;144;19.02.2021;brak
8037;154;247;309;23.08.2020;brak
8038;94;22;326;13.07.2020;brak
8039;143;11;336;22.10.2020;brak
8040;220;274;71;31.01.2021;brak
8041;203;45;274;20.07.2020;brak
8042;270;139;21;21.05.2020;brak
8043;40;136;210;31.08.2020;brak
8044;263;156;199;31.03.2021;brak
8045;199;153;18;20.01.2021;brak
8046;442;218;358;05.01.2021;brak
8047;161;269;108;15.01.2021;brak
8048;438;83;414;16.03.2021;brak
8049;231;136;356;15.11.2020;brak
8050;363;212;444;24.09.2020;brak
8051;140;43;290;13.08.2020;brak
8052;78;258;121;27.02.2021;brak
8053;316;121;147;24.04.2021;brak
8054;476;266;176;15.06.2020;brak
8055;481;262;134;25.07.2020;brak
8056;318;204;151;13.03.2021;brak
8057;267;97;296;26.06.2020;brak
8058;332;241;143;10.12.2020;brak
8059;428;92;241;14.04.2021;brak
8060;497;63;331;03.11.2020;brak
8061;403;35;158;13.07.2020;brak
8062;321;83;9;28.05.2020;brak
8063;498;210;69;16.12.2020;brak
8064;148;100;71;19.08.2020;brak
8065;442;263;220;08.10.2020;brak
8066;238;71;132;09.10.2020;brak
8067;457;225;32;14.04.2021;brak
8068;295;14;390;27.04.2021;brak
8069;38;13;454;22.12.2020;brak
8070;311;183;398;05.08.2020;brak
8071;487;269;155;28.07.2020;brak
8072;408;47;295;08.06.2020;brak
8073;99;184;364;01.02.2021;brak
8074;185;279;52;15.11.2020;brak
8075;17;261;90;26.06.2020;brak
8076;250;103;47;04.12.2020;brak
8077;230;44;369;23.04.2021;brak
8078;167;206;466;16.07.2020;brak
8079;36;17;392;17.03.2021;brak
8080;294;87;70;07.10.2020;brak
8081;303;279;368;26.02.2021;brak
8082;57;246;229;27.08.2020;brak
8083;250;130;241;12.02.2021;brak
8084;173;256;308;08.01.2021;brak
8085;433;203;474;29.06.2020;brak
8086;450;163;76;13.02.2021;brak
8087;186;210;232;25.03.2021;brak
8088;49;234;496;30.12.2020;brak
8089;74;6;260;13.07.2020;brak
8090;251;285;482;06.11.2020;brak
8091;60;242;269;26.03.2021;brak
8092;334;78;342;08.08.2020;brak
8093;68;98;70;02.06.2020;brak
8094;14;129;383;10.09.2020;brak
8095;441;263;215;28.03.2021;brak
8096;109;297;318;19.04.2021;brak
8097;463;293;138;19.02.2021;brak
8098;144;150;283;15.07.2020;brak
8099;430;89;111;18.07.2020;brak
8100;321;195;111;28.03.2021;brak
8101;377;247;420;19.08.2020;brak
8102;487;45;125;29.10.2020;brak
8103;52;154;382;17.12.2020;brak
8104;1;77;345;04.06.2020;brak
8105;409;4;65;13.10.2020;brak
8106;115;173;154;22.02.2021;brak
8107;46;223;250;11.03.2021;brak
8108;308;103;18;11.06.2020;brak
8109;152;113;36;06.06.2020;brak
8110;465;249;193;29.10.2020;brak
8111;426;169;93;13.10.2020;brak
8112;102;8;423;20.03.2021;brak
8113;350;123;1;21.10.2020;brak
8114;224;290;293;01.07.2020;brak
8115;425;231;364;27.01.2021;brak
8116;162;83;49;25.03.2021;brak
8117;183;190;312;15.11.2020;brak
8118;281;153;59;22.02.2021;brak
8119;429;154;478;16.02.2021;brak
8120;290;225;89;26.09.2020;brak
8121;216;83;254;28.10.2020;brak
8122;256;28;91;14.06.2020;brak
8123;262;40;162;06.09.2020;brak
8124;160;95;293;16.10.2020;brak
8125;64;240;48;23.05.2020;brak
8126;32;18;149;09.03.2021;brak
8127;499;24;45;10.11.2020;brak
8128;407;128;401;19.10.2020;brak
8129;377;209;355;05.09.2020;brak
8130;157;190;135;02.02.2021;brak
8131;16;109;107;22.04.2021;brak
8132;453;154;167;15.03.2021;brak
8133;150;242;107;13.11.2020;brak
8134;50;240;385;12.11.2020;brak
8135;264;196;83;04.05.2020;brak
8136;468;213;199;03.10.2020;brak
8137;53;132;241;10.12.2020;brak
8138;198;112;222;12.04.2021;brak
8139;496;212;191;05.07.2020;brak
8140;47;104;409;08.04.2021;brak
8141;93;172;99;11.12.2020;brak
8142;341;215;172;11.03.2021;brak
8143;88;294;147;13.05.2020;brak
8144;259;175;432;19.11.2020;brak
8145;360;173;200;12.09.2020;brak
8146;189;232;478;06.12.2020;brak
8147;105;130;127;24.04.2021;brak
8148;176;19;199;19.03.2021;brak
8149;247;184;63;16.07.2020;brak
8150;429;284;473;08.02.2021;brak
8151;343;22;438;25.02.2021;brak
8152;207;24;57;10.07.2020;brak
8153;74;64;160;28.07.2020;brak
8154;92;191;230;25.06.2020;brak
8155;107;294;288;01.07.2020;brak
8156;346;165;326;21.12.2020;brak
8157;368;9;290;10.06.2020;brak
8158;112;82;160;19.07.2020;brak
8159;129;54;324;08.04.2021;brak
8160;311;231;89;10.05.2020;brak
8161;133;157;299;03.05.2021;brak
8162;460;18;256;02.01.2021;brak
8163;371;293;320;13.09.2020;brak
8164;263;197;324;04.01.2021;brak
8165;328;298;102;10.02.2021;brak
8166;258;297;129;05.05.2020;brak
8167;81;51;353;02.09.2020;brak
8168;443;225;203;16.01.2021;brak
8169;87;106;352;23.12.2020;brak
8170;40;72;20;20.02.2021;brak
8171;352;165;329;03.08.2020;brak
8172;271;146;173;28.10.2020;brak
8173;489;258;74;07.11.2020;brak
8174;43;23;29;20.12.2020;brak
8175;437;192;450;15.02.2021;brak
8176;23;205;9;07.09.2020;brak
8177;386;118;137;12.08.2020;brak
8178;313;176;120;23.10.2020;brak
8179;57;60;401;17.04.2021;brak
8180;302;132;96;29.11.2020;brak
8181;279;113;239;18.02.2021;brak
8182;414;26;47;25.11.2020;brak
8183;489;131;145;28.10.2020;brak
8184;173;49;28;25.11.2020;brak
8185;129;208;250;13.04.2021;brak
8186;139;91;244;20.05.2020;brak
8187;473;7;33;27.07.2020;brak
8188;449;34;47;30.10.2020;brak
8189;417;150;167;31.07.2020;brak
8190;179;217;40;27.01.2021;brak
8191;238;280;205;31.08.2020;brak
8192;171;32;292;19.01.2021;brak
8193;331;166;181;21.02.2021;brak
8194;66;185;293;23.12.2020;brak
8195;30;196;268;12.06.2020;brak
8196;127;282;169;03.11.2020;brak
8197;228;124;30;06.08.2020;brak
8198;226;227;370;20.11.2020;brak
8199;276;47;203;31.10.2020;brak
8200;120;176;409;23.08.2020;brak
8201;112;97;178;29.05.2020;brak
8202;268;78;139;09.11.2020;brak
8203;100;187;337;12.07.2020;brak
8204;51;32;54;07.03.2021;brak
8205;301;136;147;11.09.2020;brak
8206;369;127;434;30.07.2020;brak
8207;104;133;214;19.11.2020;brak
8208;378;215;56;03.04.2021;brak
8209;255;178;296;16.09.2020;brak
8210;15;283;350;02.07.2020;brak
8211;297;23;428;26.02.2021;brak
8212;364;192;86;05.07.2020;brak
8213;158;191;418;22.12.2020;brak
8214;58;133;330;18.05.2020;brak
8215;206;19;289;06.09.2020;brak
8216;266;14;175;07.06.2020;brak
8217;266;14;436;05.08.2020;brak
8218;414;250;498;14.04.2021;brak
8219;8;33;75;26.04.2021;brak
8220;80;92;188;15.04.2021;brak
8221;20;261;143;04.08.2020;brak
8222;101;159;36;14.06.2020;brak
8223;195;176;20;06.06.2020;brak
8224;57;294;55;02.02.2021;brak
8225;103;87;390;16.02.2021;brak
8226;494;217;285;02.09.2020;brak
8227;11;61;334;16.05.2020;brak
8228;88;170;239;08.05.2020;brak
8229;371;64;396;26.06.2020;brak
8230;210;74;280;02.06.2020;brak
8231;54;221;432;27.04.2021;brak
8232;288;202;404;21.04.2021;brak
8233;26;66;269;12.12.2020;brak
8234;343;160;160;03.03.2021;brak
8235;169;204;51;19.10.2020;brak
8236;65;252;71;13.02.2021;brak
8237;490;180;58;13.04.2021;brak
8238;223;45;217;30.10.2020;brak
8239;460;228;380;08.03.2021;brak
8240;95;33;153;15.07.2020;brak
8241;102;135;9;27.07.2020;brak
8242;443;43;185;05.11.2020;brak
8243;233;300;488;10.04.2021;brak
8244;333;209;356;18.10.2020;brak
8245;37;52;58;06.07.2020;brak
8246;252;109;390;05.05.2020;brak
8247;128;254;453;17.07.2020;brak
8248;38;66;328;24.03.2021;brak
8249;41;202;355;12.04.2021;brak
8250;1;12;369;08.02.2021;brak
8251;259;133;458;24.05.2020;brak
8252;423;116;171;20.05.2020;brak
8253;263;115;311;28.08.2020;brak
8254;490;229;144;05.07.2020;brak
8255;13;276;280;14.09.2020;brak
8256;394;22;223;09.12.2020;brak
8257;140;276;223;11.05.2020;brak
8258;32;241;99;12.09.2020;brak
8259;151;6;85;09.02.2021;brak
8260;363;255;114;01.06.2020;brak
8261;31;176;379;29.12.2020;brak
8262;356;246;84;24.12.2020;brak
8263;327;48;254;28.01.2021;brak
8264;316;147;415;18.09.2020;brak
8265;479;234;283;24.02.2021;brak
8266;122;253;234;28.07.2020;brak
8267;339;124;348;12.05.2020;brak
8268;312;212;147;28.12.2020;brak
8269;286;17;326;22.12.2020;brak
8270;161;66;359;24.12.2020;brak
8271;108;45;173;29.01.2021;brak
8272;111;109;344;14.01.2021;brak
8273;376;66;499;03.07.2020;brak
8274;96;70;363;11.01.2021;brak
8275;360;127;219;14.09.2020;brak
8276;188;133;475;10.01.2021;brak
8277;237;219;395;18.06.2020;brak
8278;384;232;170;02.05.2021;brak
8279;393;168;335;27.07.2020;brak
8280;341;108;128;17.09.2020;brak
8281;402;290;165;06.08.2020;brak
8282;347;167;269;12.02.2021;brak
8283;157;250;351;27.02.2021;brak
8284;316;221;349;13.12.2020;brak
8285;323;232;125;07.03.2021;brak
8286;299;80;83;29.04.2021;brak
8287;280;26;434;14.07.2020;brak
8288;210;148;141;31.05.2020;brak
8289;189;216;167;09.01.2021;brak
8290;270;171;30;13.07.2020;brak
8291;66;100;247;18.01.2021;brak
8292;169;77;311;06.02.2021;brak
8293;253;35;88;28.02.2021;brak
8294;69;82;73;11.12.2020;brak
8295;283;185;78;17.06.2020;brak
8296;252;270;420;14.01.2021;brak
8297;15;100;64;26.05.2020;brak
8298;193;112;187;29.11.2020;brak
8299;139;299;209;06.01.2021;brak
8300;64;177;378;06.02.2021;brak
8301;242;204;276;30.06.2020;brak
8302;75;202;158;06.07.2020;brak
8303;194;226;452;07.03.2021;brak
8304;58;166;442;25.06.2020;brak
8305;164;217;494;15.06.2020;brak
8306;470;292;19;18.05.2020;brak
8307;245;50;402;03.03.2021;brak
8308;230;149;483;18.07.2020;brak
8309;129;152;72;27.11.2020;brak
8310;226;196;431;26.07.2020;brak
8311;270;99;239;07.08.2020;brak
8312;38;288;252;29.05.2020;brak
8313;125;49;486;26.08.2020;brak
8314;460;178;29;19.06.2020;brak
8315;29;211;364;24.04.2021;brak
8316;78;95;326;28.02.2021;brak
8317;190;274;362;18.02.2021;brak
8318;306;288;170;03.05.2021;brak
8319;166;100;317;14.02.2021;brak
8320;106;80;398;06.12.2020;brak
8321;258;135;15;09.11.2020;brak
8322;457;147;70;04.03.2021;brak
8323;20;276;274;24.11.2020;brak
8324;303;87;473;22.05.2020;brak
8325;58;185;485;28.01.2021;brak
8326;323;96;257;31.01.2021;brak
8327;279;283;111;29.03.2021;brak
8328;295;123;437;31.12.2020;brak
8329;278;197;10;12.03.2021;brak
8330;269;131;283;05.09.2020;brak
8331;25;164;346;17.03.2021;brak
8332;296;211;239;15.06.2020;brak
8333;279;206;115;05.04.2021;brak
8334;35;78;143;30.08.2020;brak
8335;57;291;369;03.05.2021;brak
8336;251;42;374;11.04.2021;brak
8337;129;152;317;06.01.2021;brak
8338;275;237;170;30.09.2020;brak
8339;404;185;192;12.09.2020;brak
8340;142;260;364;23.11.2020;brak
8341;436;180;207;03.05.2021;brak
8342;126;114;127;28.08.2020;brak
8343;24;150;203;14.09.2020;brak
8344;365;66;245;30.05.2020;brak
8345;350;137;227;20.04.2021;brak
8346;410;218;486;21.09.2020;brak
8347;476;62;16;07.06.2020;brak
8348;128;7;77;02.07.2020;brak
8349;334;255;478;07.12.2020;brak
8350;458;126;391;11.10.2020;brak
8351;483;31;237;20.02.2021;brak
8352;330;206;80;20.10.2020;brak
8353;173;159;87;23.12.2020;brak
8354;347;11;448;18.07.2020;brak
8355;73;245;279;01.12.2020;brak
8356;444;122;78;17.11.2020;brak
8357;32;191;469;04.05.2020;brak
8358;429;30;497;21.08.2020;brak
8359;493;229;217;08.05.2020;brak
8360;433;106;31;25.08.2020;brak
8361;102;293;60;06.03.2021;brak
8362;495;99;274;03.11.2020;brak
8363;431;173;73;02.07.2020;brak
8364;299;256;274;12.05.2020;brak
8365;392;98;438;12.09.2020;brak
8366;74;97;401;09.05.2020;brak
8367;320;182;471;29.08.2020;brak
8368;443;103;31;17.03.2021;brak
8369;279;273;229;20.02.2021;brak
8370;142;191;255;06.07.2020;brak
8371;408;104;34;20.05.2020;brak
8372;22;78;316;21.06.2020;brak
8373;125;249;110;04.11.2020;brak
8374;351;61;443;07.05.2020;brak
8375;270;13;359;26.09.2020;brak
8376;321;96;373;23.09.2020;brak
8377;224;37;149;25.06.2020;brak
8378;484;131;273;11.12.2020;brak
8379;239;275;365;27.02.2021;brak
8380;186;230;193;18.11.2020;brak
8381;279;248;437;12.01.2021;brak
8382;154;248;246;29.06.2020;brak
8383;264;56;316;13.05.2020;brak
8384;46;238;321;06.10.2020;brak
8385;28;77;360;10.06.2020;brak
8386;294;113;271;29.12.2020;brak
8387;428;154;144;15.01.2021;brak
8388;500;243;259;20.09.2020;brak
8389;481;55;77;22.08.2020;brak
8390;119;108;17;10.01.2021;brak
8391;105;185;56;12.05.2020;brak
8392;387;35;326;10.02.2021;brak
8393;422;153;101;08.12.2020;brak
8394;164;115;208;06.05.2020;brak
8395;188;73;18;07.09.2020;brak
8396;237;127;376;28.06.2020;brak
8397;336;229;463;25.10.2020;brak
8398;152;203;360;01.07.2020;brak
8399;333;153;37;23.12.2020;brak
8400;394;25;33;26.08.2020;brak
8401;158;137;214;16.08.2020;brak
8402;401;49;163;28.01.2021;brak
8403;4;222;217;08.03.2021;brak
8404;429;270;100;04.02.2021;brak
8405;71;220;352;11.06.2020;brak
8406;28;163;83;23.09.2020;brak
8407;15;229;467;17.10.2020;brak
8408;238;61;206;11.06.2020;brak
8409;433;96;170;01.09.2020;brak
8410;163;275;366;25.05.2020;brak
8411;328;169;290;09.01.2021;brak
8412;359;205;120;27.04.2021;brak
8413;437;283;161;03.07.2020;brak
8414;62;227;213;11.01.2021;brak
8415;186;290;342;26.06.2020;brak
8416;439;57;187;21.06.2020;brak
8417;107;254;447;06.10.2020;brak
8418;303;239;267;13.11.2020;brak
8419;488;16;425;01.06.2020;brak
8420;420;7;436;28.01.2021;brak
8421;414;129;4;29.08.2020;brak
8422;12;161;185;06.04.2021;brak
8423;358;60;397;19.06.2020;brak
8424;80;117;117;31.05.2020;brak
8425;179;235;139;13.05.2020;brak
8426;40;129;386;09.11.2020;brak
8427;208;222;69;21.08.2020;brak
8428;261;53;250;21.11.2020;brak
8429;472;212;204;16.06.2020;brak
8430;225;124;358;07.05.2020;brak
8431;478;87;38;18.03.2021;brak
8432;422;188;387;26.08.2020;brak
8433;442;151;237;17.09.2020;brak
8434;42;72;306;08.04.2021;brak
8435;497;7;96;07.11.2020;brak
8436;46;212;389;30.04.2021;brak
8437;335;229;21;14.08.2020;brak
8438;270;87;166;25.02.2021;brak
8439;262;52;352;20.07.2020;brak
8440;213;81;360;08.08.2020;brak
8441;150;120;151;11.02.2021;brak
8442;331;74;278;02.04.2021;brak
8443;328;87;255;22.06.2020;brak
8444;191;151;214;16.01.2021;brak
8445;382;11;434;03.07.2020;brak
8446;321;58;400;27.06.2020;brak
8447;324;116;415;30.01.2021;brak
8448;400;86;203;25.11.2020;brak
8449;158;94;376;24.12.2020;brak
8450;259;47;1;07.07.2020;brak
8451;183;64;285;25.04.2021;brak
8452;391;171;161;29.06.2020;brak
8453;194;133;421;12.09.2020;brak
8454;41;298;48;07.03.2021;brak
8455;225;294;360;03.05.2021;brak
8456;268;298;70;29.07.2020;brak
8457;143;3;156;17.01.2021;brak
8458;43;142;452;07.09.2020;brak
8459;61;27;217;21.08.2020;brak
8460;396;148;295;02.10.2020;brak
8461;296;173;317;15.04.2021;brak
8462;90;279;428;16.06.2020;brak
8463;227;284;454;04.03.2021;brak
8464;333;151;343;26.02.2021;brak
8465;34;179;86;13.11.2020;brak
8466;61;111;388;17.04.2021;brak
8467;166;74;314;03.08.2020;brak
8468;6;202;194;17.04.2021;brak
8469;21;48;360;13.07.2020;brak
8470;340;71;316;06.09.2020;brak
8471;172;186;284;09.01.2021;brak
8472;60;4;15;22.07.2020;brak
8473;275;170;149;13.02.2021;brak
8474;239;131;342;25.04.2021;brak
8475;115;67;72;22.05.2020;brak
8476;124;132;484;30.07.2020;brak
8477;496;63;351;13.01.2021;brak
8478;382;229;246;29.07.2020;brak
8479;28;128;224;26.09.2020;brak
8480;270;39;182;01.04.2021;brak
8481;442;262;327;06.03.2021;brak
8482;159;31;439;10.06.2020;brak
8483;397;42;28;03.06.2020;brak
8484;84;197;216;23.06.2020;brak
8485;499;153;411;28.12.2020;brak
8486;417;53;279;15.08.2020;brak
8487;33;242;350;26.11.2020;brak
8488;438;210;67;07.02.2021;brak
8489;213;247;450;31.07.2020;brak
8490;308;85;391;04.08.2020;brak
8491;266;39;257;22.02.2021;brak
8492;229;240;80;22.03.2021;brak
8493;127;209;164;08.11.2020;brak
8494;246;223;121;08.04.2021;brak
8495;194;161;421;22.07.2020;brak
8496;108;137;316;25.04.2021;brak
8497;405;191;300;27.01.2021;brak
8498;5;251;252;27.01.2021;brak
8499;214;96;342;21.06.2020;brak
8500;386;115;337;30.01.2021;brak
8501;72;28;22;13.09.2020;brak
8502;242;126;334;08.04.2021;brak
8503;383;208;195;16.12.2020;brak
8504;177;198;417;16.09.2020;brak
8505;186;151;27;17.09.2020;brak
8506;244;53;476;14.02.2021;brak
8507;413;142;442;30.12.2020;brak
8508;187;234;197;16.03.2021;brak
8509;241;22;398;13.10.2020;brak
8510;164;197;166;15.11.2020;brak
8511;263;64;311;13.01.2021;brak
8512;198;7;34;01.05.2021;brak
8513;53;248;203;28.11.2020;brak
8514;366;298;121;16.01.2021;brak
8515;347;269;292;29.06.2020;brak
8516;327;65;314;17.09.2020;brak
8517;314;281;325;27.12.2020;brak
8518;188;168;18;15.12.2020;brak
8519;83;63;424;19.04.2021;brak
8520;53;289;298;16.10.2020;brak
8521;442;151;85;18.11.2020;brak
8522;64;96;411;01.06.2020;brak
8523;181;18;227;03.08.2020;brak
8524;339;119;172;27.02.2021;brak
8525;94;44;488;30.06.2020;brak
8526;136;7;121;29.01.2021;brak
8527;176;230;38;17.11.2020;brak
8528;203;49;74;06.06.2020;brak
8529;364;74;44;07.02.2021;brak
8530;107;150;307;19.12.2020;brak
8531;275;93;15;06.03.2021;brak
8532;422;5;254;22.02.2021;brak
8533;42;243;420;22.07.2020;brak
8534;198;164;77;27.01.2021;brak
8535;308;2;304;19.06.2020;brak
8536;230;112;165;11.08.2020;brak
8537;443;246;288;15.03.2021;brak
8538;388;69;405;26.07.2020;brak
8539;208;215;362;22.06.2020;brak
8540;305;141;475;18.05.2020;brak
8541;169;115;280;23.07.2020;brak
8542;367;154;274;27.11.2020;brak
8543;17;173;271;06.09.2020;brak
8544;22;27;487;04.06.2020;brak
8545;103;183;98;18.04.2021;brak
8546;167;265;133;09.04.2021;brak
8547;456;198;269;15.12.2020;brak
8548;364;128;461;31.12.2020;brak
8549;210;114;134;16.09.2020;brak
8550;425;51;108;31.01.2021;brak
8551;98;104;122;23.02.2021;brak
8552;157;207;499;10.01.2021;brak
8553;366;274;20;25.01.2021;brak
8554;484;253;411;11.03.2021;brak
8555;220;276;97;18.04.2021;brak
8556;31;106;202;01.04.2021;brak
8557;497;192;350;27.04.2021;brak
8558;380;61;206;17.02.2021;brak
8559;325;279;62;20.09.2020;brak
8560;462;43;77;13.05.2020;brak
8561;145;166;68;20.05.2020;brak
8562;23;29;404;07.04.2021;brak
8563;433;286;437;18.06.2020;brak
8564;18;114;179;24.02.2021;brak
8565;349;55;52;07.08.2020;brak
8566;435;131;451;09.08.2020;brak
8567;396;96;50;15.12.2020;brak
8568;366;212;295;15.12.2020;brak
8569;10;55;242;29.09.2020;brak
8570;191;288;191;11.02.2021;brak
8571;121;51;462;01.10.2020;brak
8572;168;97;308;06.07.2020;brak
8573;440;17;291;27.11.2020;brak
8574;292;203;194;11.11.2020;brak
8575;75;247;278;21.06.2020;brak
8576;423;223;433;15.08.2020;brak
8577;204;10;393;01.12.2020;brak
8578;70;260;274;09.01.2021;brak
8579;206;105;170;04.05.2020;brak
8580;390;53;359;04.02.2021;brak
8581;445;112;328;03.03.2021;brak
8582;3;142;126;08.03.2021;brak
8583;61;211;22;27.11.2020;brak
8584;409;154;22;13.03.2021;brak
8585;424;193;150;25.05.2020;brak
8586;291;219;393;16.06.2020;brak
8587;446;281;307;29.04.2021;brak
8588;124;89;285;23.06.2020;brak
8589;152;40;58;26.02.2021;brak
8590;210;80;137;12.11.2020;brak
8591;216;57;165;20.06.2020;brak
8592;64;75;45;22.07.2020;brak
8593;440;38;403;31.05.2020;brak
8594;191;99;442;15.09.2020;brak
8595;469;245;458;25.02.2021;brak
8596;277;284;391;12.09.2020;brak
8597;62;14;269;12.01.2021;brak
8598;321;152;31;06.09.2020;brak
8599;129;297;158;06.12.2020;brak
8600;276;151;438;11.05.2020;brak
8601;439;231;420;21.09.2020;brak
8602;368;77;339;09.08.2020;brak
8603;490;105;49;19.01.2021;brak
8604;480;19;44;17.09.2020;brak
8605;453;131;163;17.02.2021;brak
8606;251;42;437;02.01.2021;brak
8607;134;125;150;20.09.2020;brak
8608;420;11;378;20.07.2020;brak
8609;299;156;199;28.01.2021;brak
8610;438;300;165;20.06.2020;brak
8611;19;196;439;17.12.2020;brak
8612;155;131;34;11.01.2021;brak
8613;257;60;265;05.06.2020;brak
8614;386;269;286;23.03.2021;brak
8615;215;52;140;27.05.2020;brak
8616;300;286;20;20.11.2020;brak
8617;73;75;124;08.01.2021;brak
8618;258;292;116;08.01.2021;brak
8619;372;178;147;18.10.2020;brak
8620;121;30;357;27.04.2021;brak
8621;263;47;350;06.12.2020;brak
8622;207;255;462;02.03.2021;brak
8623;113;214;412;02.07.2020;brak
8624;415;197;46;22.03.2021;brak
8625;319;184;392;04.02.2021;brak
8626;259;99;269;09.08.2020;brak
8627;370;59;222;25.10.2020;brak
8628;8;221;281;15.10.2020;brak
8629;214;213;486;17.08.2020;brak
8630;223;184;186;15.06.2020;brak
8631;298;173;342;16.02.2021;brak
8632;180;141;56;06.03.2021;brak
8633;256;140;44;30.08.2020;brak
8634;344;164;248;24.06.2020;brak
8635;347;21;394;16.12.2020;brak
8636;170;218;73;30.12.2020;brak
8637;196;154;432;01.03.2021;brak
8638;196;202;67;19.03.2021;brak
8639;413;138;14;15.11.2020;brak
8640;195;130;111;03.09.2020;brak
8641;475;68;40;04.11.2020;brak
8642;120;208;225;14.11.2020;brak
8643;282;10;255;16.04.2021;brak
8644;367;273;356;08.07.2020;brak
8645;19;95;282;05.01.2021;brak
8646;215;256;155;30.07.2020;brak
8647;121;67;11;25.05.2020;brak
8648;319;283;46;07.02.2021;brak
8649;19;142;186;25.10.2020;brak
8650;235;55;184;03.12.2020;brak
8651;315;115;19;04.03.2021;brak
8652;259;9;177;14.09.2020;brak
8653;255;189;296;13.10.2020;brak
8654;248;17;119;28.11.2020;brak
8655;364;101;77;12.10.2020;brak
8656;247;68;149;13.02.2021;brak
8657;280;72;238;10.11.2020;brak
8658;474;74;363;21.11.2020;brak
8659;206;138;335;26.10.2020;brak
8660;484;286;224;20.07.2020;brak
8661;29;203;30;12.06.2020;brak
8662;174;10;459;22.08.2020;brak
8663;191;210;337;29.09.2020;brak
8664;424;233;326;24.02.2021;brak
8665;59;221;323;16.11.2020;brak
8666;136;289;262;22.08.2020;brak
8667;8;171;141;08.06.2020;brak
8668;143;90;356;07.11.2020;brak
8669;75;185;32;12.10.2020;brak
8670;465;43;287;04.01.2021;brak
8671;218;293;101;19.01.2021;brak
8672;419;20;461;13.04.2021;brak
8673;211;79;2;19.12.2020;brak
8674;348;3;262;13.10.2020;brak
8675;182;202;153;02.11.2020;brak
8676;477;216;403;13.07.2020;brak
8677;248;136;111;15.05.2020;brak
8678;294;44;194;14.04.2021;brak
8679;131;169;177;16.09.2020;brak
8680;330;99;365;20.05.2020;brak
8681;194;98;32;04.11.2020;brak
8682;156;277;107;07.11.2020;brak
8683;229;73;213;19.05.2020;brak
8684;262;19;90;16.03.2021;brak
8685;106;283;463;20.01.2021;brak
